,cycle,amb_temp,date_time,voltage_battery,current_battery,temp_battery,current_load,voltage_load,time,capacity
222,255,24,"05 May 2008, 0:35:53",3.261237667,-0.004376544727,39.32054525,0.0006,0.001,3121.907,1.647217463
223,255,24,"05 May 2008, 0:35:53",3.487700235,-0.002546203183,34.37262004,0.0006,0.0,3121.907,1.503997433
224,255,24,"05 May 2008, 0:35:53",3.517670766,-0.003099056095,35.8666031,0.0006,0.0,3121.907,1.590369231
225,259,24,"05 May 2008, 5:28:13",3.276791226,-0.001412983476,39.2246673,0.0006,0.001,3122.125,1.636413681
226,259,24,"05 May 2008, 5:28:13",3.501914421,-0.001805051287,34.06737353,0.0006,0.0,3122.125,1.493520192
227,259,24,"05 May 2008, 5:28:13",3.517448609,-0.004404315945,35.80553828,0.0006,0.0,3122.125,1.585788997
228,263,24,"05 May 2008, 11:41:31",3.280204681,-0.001299369467,39.0446527,0.0006,0.001,3121.672,1.636255431
229,263,24,"05 May 2008, 11:41:31",3.506489884,-0.002346995765,34.01427816,0.0006,0.0,3121.672,1.487632302
230,263,24,"05 May 2008, 11:41:31",3.516013267,-0.001663601844,35.6702667,0.0006,0.0,3121.672,1.584943071
231,265,24,"05 May 2008, 20:40:08",3.246330916,-0.003109086433,39.49011144,0.0006,0.001,3120.86,1.641119179
232,265,24,"05 May 2008, 20:40:08",3.461271256,-0.001589364073,35.63390029,0.0008,0.0,3120.86,1.530287621
233,265,24,"05 May 2008, 20:40:08",3.496983702,-0.001124179368,36.34696099,0.0006,0.0,3120.86,1.595526389
234,269,24,"06 May 2008, 1:38:46",3.284793531,-0.001755631413,38.82694232,0.0006,0.001,3103.828,1.631570079
235,269,24,"06 May 2008, 1:38:46",3.495979747,-0.002813062157,34.63193513,0.0006,0.0,3103.828,1.504076009
236,269,24,"06 May 2008, 1:38:46",3.520220864,-0.003973954015,35.52300699,0.0006,0.0,3103.828,1.574730175
237,273,24,"06 May 2008, 6:37:06",3.278208354,-0.004172109092,38.88522538,0.0006,0.001,3095.094,1.621213283
238,273,24,"06 May 2008, 6:37:06",3.495868233,-0.002245547841,34.4836648,0.0006,0.0,3095.094,1.488759361
239,273,24,"06 May 2008, 6:37:06",3.529225684,6.07e-05,35.26695893,0.0006,0.0,3095.094,1.564901995
240,277,24,"06 May 2008, 11:25:21",3.298512396,-0.001373585705,38.95656521,0.0006,0.001,3095.781,1.616427321
241,277,24,"06 May 2008, 11:25:21",3.516832478,-0.003048177774,34.19890636,0.0006,0.0,3095.781,1.478277929
242,277,24,"06 May 2008, 11:25:21",3.530725945,-0.0006247516421,35.35042795,0.0006,0.0,3095.781,1.559765947
243,281,24,"06 May 2008, 16:23:36",3.289212625,-0.004216214754,39.48650196,0.0006,0.001,3094.328,1.61582351
244,281,24,"06 May 2008, 16:23:36",3.514080559,-0.003030933483,34.73440889,0.0006,0.0,3094.328,1.478459982
245,281,24,"06 May 2008, 16:23:36",3.521290948,-0.002065597935,35.94137693,0.0006,0.0,3094.328,1.559481567
246,285,24,"06 May 2008, 21:21:49",3.296160957,-0.004714432587,39.46565735,0.0006,0.001,3086.531,1.61672418
247,285,24,"06 May 2008, 21:21:49",3.517916927,-0.003197369981,34.85451607,0.0006,0.0,3086.531,1.473214845
248,285,24,"06 May 2008, 21:21:49",3.523535901,-0.00366169201,36.04660209,0.0006,0.0,3086.531,1.554689354
249,289,24,"07 May 2008, 2:17:25",3.316099496,-0.0001352990694,39.20259462,0.0006,0.001,3085.625,1.610865586
250,289,24,"07 May 2008, 2:17:25",3.519101676,-0.002832656975,34.71454754,0.0006,0.0,3085.625,1.467516494
251,289,24,"07 May 2008, 2:17:25",3.525524176,-5.65e-05,35.84567238,0.0006,0.0,3085.625,1.548874108
252,293,24,"07 May 2008, 7:04:02",3.299349705,-0.001455752132,39.13951548,0.0006,0.001,3067.203,1.600660337
253,293,24,"07 May 2008, 7:04:02",3.521493643,-0.002304841301,34.40844196,0.0006,0.0,3067.203,1.451629266
254,293,24,"07 May 2008, 7:04:02",3.534833787,-0.0003089657137,35.57978324,0.0006,0.0,3067.203,1.538236599
255,297,24,"07 May 2008, 12:01:49",3.294105934,-0.001631975935,39.27250656,0.0006,0.001,3058.157,1.595917449
256,297,24,"07 May 2008, 12:01:49",3.531199617,-0.003266350519,34.2299179,0.0006,0.0,3058.157,1.451923772
257,297,24,"07 May 2008, 12:01:49",3.54590292,-0.001821504475,35.18876167,0.0008,0.0,3058.157,1.527914258
258,301,24,"07 May 2008, 16:59:29",3.321071654,-0.003081373652,39.19187642,0.0006,0.001,3058.812,1.596217952
259,301,24,"07 May 2008, 16:59:29",3.536266004,0.0006417277353,35.64399547,0.0006,0.0,3058.812,1.528525263
260,301,24,"07 May 2008, 16:59:29",3.540682829,-0.002590438737,34.45467968,0.0008,0.0,3058.812,1.447148469
261,305,24,"07 May 2008, 21:56:09",3.314895684,-0.0001091599961,39.51623936,0.0006,0.001,3058.578,1.595806511
262,305,24,"07 May 2008, 21:56:09",3.535654119,-0.005834401131,34.80310291,0.0006,0.0,3058.578,1.446853811
263,305,24,"07 May 2008, 21:56:09",3.546806706,-0.002417167811,35.70451577,0.0006,0.0,3058.578,1.522647325
264,309,24,"08 May 2008, 2:53:49",3.285250365,-0.0009939270491,40.00681154,0.0006,0.001,3049.328,1.590650782
265,309,24,"08 May 2008, 2:53:49",3.542648087,-0.0008107827826,34.81930482,0.0006,0.0,3049.328,1.441674193
266,309,24,"08 May 2008, 2:53:49",3.54802872,-0.00329091105,35.75012466,0.0006,0.0,3049.328,1.517485994
267,312,24,"09 May 2008, 12:25:07",3.167885572,-0.002749493814,40.42042599,0.0006,0.001,3177.219,1.688821116
268,312,24,"09 May 2008, 12:25:07",3.502946852,-0.004082848523,36.55243678,0.0006,0.0,3177.219,1.593586659
269,312,24,"09 May 2008, 12:25:07",3.525050223,-0.001056050592,36.01263662,0.0006,0.0,3177.219,1.605818899
270,315,24,"09 May 2008, 20:28:09",3.215576898,-0.002366933376,40.44989071,0.0006,0.001,3082.937,1.625993828
271,315,24,"09 May 2008, 20:28:09",3.459144575,-0.001243713407,36.57029302,0.0006,0.0,3082.937,1.546390238
272,315,24,"09 May 2008, 20:28:09",3.494044838,-0.0007426552596,36.76362118,0.0006,0.0,3082.937,1.563849145
273,319,24,"10 May 2008, 1:21:56",3.237322372,-0.01238375704,40.37503731,0.0006,0.001,3074.266,1.615743386
274,319,24,"10 May 2008, 1:21:56",3.488590851,0.0002570745918,35.95639891,0.0006,0.0,3074.266,1.514705592
275,319,24,"10 May 2008, 1:21:56",3.510041836,-0.001763142796,36.50230588,0.0006,0.0,3074.266,1.548091525
276,323,24,"10 May 2008, 6:18:12",3.265128362,-0.003026739948,40.03060994,0.0006,0.001,3066.0,1.605662676
277,323,24,"10 May 2008, 6:18:12",3.500662571,-0.004456519471,35.57203522,0.0006,0.0,3066.0,1.498978608
278,323,24,"10 May 2008, 6:18:12",3.53592476,0.001569723796,35.91017221,0.0006,0.0,3066.0,1.532375563
279,327,24,"10 May 2008, 11:16:04",3.296447023,-0.001586828516,39.54773118,0.0006,0.001,3056.437,1.594974692
280,327,24,"10 May 2008, 11:16:04",3.519098513,-0.0005216459352,35.12626059,0.0006,0.0,3056.437,1.483111075
281,327,24,"10 May 2008, 11:16:04",3.529350807,-0.00397011573,35.87897248,0.0006,0.0,3056.437,1.526952827
282,331,24,"10 May 2008, 16:11:56",3.293762382,-0.0005847435726,39.5999789,0.0006,0.001,3048.219,1.590410244
283,331,24,"10 May 2008, 16:11:56",3.521286095,0.002124212915,35.05245407,0.0006,0.0,3048.219,1.472966483
284,331,24,"10 May 2008, 16:11:56",3.541857034,-0.001085866638,35.62922817,0.0006,0.0,3048.219,1.516957302
285,335,24,"10 May 2008, 21:07:54",3.295607974,-0.002309466131,39.6662666,0.0006,0.001,3039.218,1.585351706
286,335,24,"10 May 2008, 21:07:54",3.531585116,-0.001277149326,34.99131294,0.0008,0.0,3039.218,1.46276044
287,335,24,"10 May 2008, 21:07:54",3.540101145,-0.00174555315,35.7511914,0.0006,0.0,3039.218,1.511897596
288,339,24,"11 May 2008, 2:05:21",3.3145309,-0.001928951727,39.46734067,0.0006,0.001,3039.047,1.579973715
289,339,24,"11 May 2008, 2:05:21",3.532926288,-0.002883090442,34.94359969,0.0008,0.0,3039.047,1.451836468
290,339,24,"11 May 2008, 2:05:21",3.545308235,-0.001408619739,35.64438752,0.0006,0.0,3039.047,1.506563896
291,343,24,"11 May 2008, 6:55:27",3.31626565,-0.001812909733,39.50093406,0.0006,0.001,3030.375,1.575218547
292,343,24,"11 May 2008, 6:55:27",3.539045489,-0.004743717288,34.8498356,0.0006,0.0,3030.375,1.446867064
293,343,24,"11 May 2008, 6:55:27",3.543070358,-0.002012131902,35.7178175,0.0006,0.0,3030.375,1.501545353
294,347,24,"11 May 2008, 11:52:47",3.318055274,-0.00251391838,39.51950401,0.0006,0.001,3021.0,1.569798485
295,347,24,"11 May 2008, 11:52:47",3.545547134,-0.005003296611,34.86099755,0.0008,0.0,3021.0,1.441380399
296,347,24,"11 May 2008, 11:52:47",3.558035378,-0.004792435267,35.4681575,0.0008,0.0,3021.0,1.490844405
297,351,24,"11 May 2008, 16:49:58",3.3376611,-0.001199994446,39.31627404,0.0006,0.001,3021.75,1.570256538
298,351,24,"11 May 2008, 16:49:58",3.548456586,-0.004076598785,34.83766255,0.0008,0.0,3021.75,1.431210745
299,351,24,"11 May 2008, 16:49:58",3.561997553,0.0006217348756,35.41772195,0.0006,0.0,3021.75,1.485868385
300,355,24,"11 May 2008, 21:47:12",3.308471264,-0.001059396622,39.8135971,0.0006,0.001,3012.265,1.565249874
301,355,24,"11 May 2008, 21:47:12",3.549925959,-0.003369633278,34.87870781,0.0006,0.0,3012.265,1.426024718
302,355,24,"11 May 2008, 21:47:12",3.561734625,-0.0017731134,35.44065808,0.0008,0.0,3012.265,1.480413678
303,359,24,"12 May 2008, 2:36:58",3.316161904,-0.00433103489,39.69751399,0.0006,0.001,3002.641,1.559633934
304,359,24,"12 May 2008, 2:36:58",3.562236912,-0.003086654236,34.66799385,0.0006,0.0,3002.641,1.42048765
305,359,24,"12 May 2008, 2:36:58",3.562743172,-0.0006826543304,35.43941162,0.0006,0.0,3002.641,1.475209587
306,363,24,"12 May 2008, 12:56:34",3.308644721,0.0003940383448,39.65887447,0.0006,0.001,3012.0,1.564982053
307,363,24,"12 May 2008, 12:56:34",3.544836812,-0.00122968054,35.71444214,0.0008,0.0,3012.0,1.485903599
308,363,24,"12 May 2008, 12:56:34",3.558769895,-0.003486197159,35.25576699,0.0006,0.0,3012.0,1.420700623
309,366,24,"12 May 2008, 18:59:59",3.27976143,0.0002870995994,40.51011513,0.0006,0.001,3020.11,1.5749795
310,366,24,"12 May 2008, 18:59:59",3.535834318,-0.005346170115,36.32232581,0.0006,0.0,3020.11,1.49609183
311,366,24,"12 May 2008, 18:59:59",3.541383496,-0.001681499972,35.87126419,0.0006,0.0,3020.11,1.452255804
312,370,24,"12 May 2008, 23:53:17",3.281689839,-0.002518019145,40.53892256,0.0006,0.001,3002.172,1.565281117
313,370,24,"12 May 2008, 23:53:17",3.544628259,-0.002622952554,36.14370702,0.0006,0.0,3002.172,1.480800595
314,370,24,"12 May 2008, 23:53:17",3.557320348,-0.003624230046,35.55867419,0.0006,0.0,3002.172,1.431557633
315,374,24,"13 May 2008, 4:35:25",3.319291254,-0.001489496055,39.95381274,0.0006,0.001,2992.703,1.559755497
316,374,24,"13 May 2008, 4:35:25",3.556002116,-0.0001220877719,35.37917333,0.0006,0.0,2992.703,1.415015751
317,374,24,"13 May 2008, 4:35:25",3.556359815,-0.001207832239,35.81782913,0.0008,0.0,2992.703,1.469754327
318,378,24,"13 May 2008, 9:24:04",3.271441638,0.0005687421367,40.44322559,0.0006,0.001,2964.468,1.549897686
319,378,24,"13 May 2008, 9:24:04",3.557415161,-0.003319071692,35.64502539,0.0006,0.0,2964.468,1.453901227
320,378,24,"13 May 2008, 9:24:04",3.565450927,-0.003002244139,35.25835879,0.0008,0.0,2964.468,1.409731151
321,382,24,"13 May 2008, 14:20:24",3.335511958,-0.003034537251,39.73604954,0.0006,0.001,2983.375,1.543877153
322,382,24,"13 May 2008, 14:20:24",3.570394142,0.001559667278,35.3909784,0.0008,0.0,2983.375,1.454146207
323,382,24,"13 May 2008, 14:20:24",3.577810928,-0.002660121309,34.97774357,0.0008,0.0,2983.375,1.404917318
324,386,24,"13 May 2008, 19:04:20",3.309262641,-0.001250694165,40.29341867,0.0006,0.001,2975.297,1.545018749
325,386,24,"13 May 2008, 19:04:20",3.557697563,-0.001606333402,35.90172424,0.0008,0.0,2975.297,1.455023752
326,386,24,"13 May 2008, 19:04:20",3.582384274,-0.004289379362,35.09536675,0.0006,0.0,2975.297,1.395164297
327,390,24,"13 May 2008, 23:59:26",3.332978101,-0.002225696718,40.07444747,0.0006,0.001,2974.985,1.544594015
328,390,24,"13 May 2008, 23:59:26",3.562114572,-0.002522692742,35.87657254,0.0006,0.0,2974.985,1.449042164
329,390,24,"13 May 2008, 23:59:26",3.583670209,-0.002516960157,35.23466126,0.0008,0.0,2974.985,1.394534383
330,394,24,"14 May 2008, 4:55:57",3.333293706,-0.0008427268263,39.91083066,0.0006,0.001,2966.25,1.534308672
331,394,24,"14 May 2008, 4:55:57",3.576830515,-0.001423646261,35.37052397,0.0008,0.0,2966.25,1.438670937
332,394,24,"14 May 2008, 4:55:57",3.585625374,-0.0006328574526,35.03458093,0.0006,0.0,2966.25,1.389317118
333,398,24,"14 May 2008, 9:52:22",3.335626154,-0.002642054357,39.82498588,0.0006,0.001,2956.359,1.528760394
334,398,24,"14 May 2008, 9:52:22",3.577213254,-0.002347943207,35.31944752,0.0006,0.0,2956.359,1.433445432
335,398,24,"14 May 2008, 9:52:22",3.588984285,-0.004653356992,34.95973624,0.0008,0.0,2956.359,1.383837947
336,402,24,"14 May 2008, 14:35:22",3.33040925,-0.002607775554,40.12170438,0.0006,0.001,2956.344,1.528926025
337,402,24,"14 May 2008, 14:35:22",3.569684886,-0.003987192003,35.63996182,0.0006,0.0,2956.344,1.43339589
338,402,24,"14 May 2008, 14:35:22",3.586470021,-0.004734773627,35.13036409,0.0008,0.0,2956.344,1.373681424
339,406,24,"14 May 2008, 19:31:39",3.320622736,-0.002740928305,40.50339709,0.0006,0.001,2956.406,1.52909165
340,406,24,"14 May 2008, 19:31:39",3.57630513,-0.00211502297,35.68616081,0.0006,0.0,2956.406,1.428064873
341,406,24,"14 May 2008, 19:31:39",3.592351575,-0.004164311052,35.3100084,0.0008,0.0,2956.406,1.378605989
342,410,24,"15 May 2008, 0:27:55",3.325515912,-0.0001323108239,40.3426072,0.0006,0.001,2947.266,1.523905932
343,410,24,"15 May 2008, 0:27:55",3.5780032,-0.004832065415,35.57224194,0.0006,0.0,2947.266,1.422920318
344,410,24,"15 May 2008, 0:27:55",3.596312407,-0.001971315804,35.16961821,0.0006,0.0,2947.266,1.37376003
345,414,24,"15 May 2008, 5:24:04",3.333109444,0.0008330088422,40.07998324,0.0006,0.001,2937.984,1.518667542
346,414,24,"15 May 2008, 5:24:04",3.578252916,-0.002271526366,35.4116223,0.0006,0.0,2937.984,1.417429033
347,414,24,"15 May 2008, 5:24:04",3.600238913,-0.003212939096,34.99384428,0.0008,0.0,2937.984,1.368258058
348,418,24,"15 May 2008, 10:20:03",3.335710709,0.0008109185674,39.96238768,0.0006,0.001,2929.125,1.513648227
349,418,24,"15 May 2008, 10:20:03",3.579526481,0.0003379455565,35.29541793,0.0006,0.0,2929.125,1.412409229
350,418,24,"15 May 2008, 10:20:03",3.604261987,-0.005286186126,34.87051339,0.0006,0.0,2929.125,1.363302404
351,422,24,"15 May 2008, 15:10:59",3.330939811,0.0004787085189,40.2797666,0.0006,0.001,2928.454,1.513605019
352,422,24,"15 May 2008, 15:10:59",3.573309099,-0.004553122841,35.60791878,0.0006,0.0,2928.454,1.412578793
353,422,24,"15 May 2008, 15:10:59",3.610208785,-0.005880018531,34.99150316,0.0008,0.0,2928.454,1.358096614
354,426,24,"15 May 2008, 19:56:47",3.325286281,-0.003696200257,40.62025062,0.0006,0.001,2929.375,1.513947061
355,426,24,"15 May 2008, 19:56:47",3.580853525,-0.0004079778231,35.72414943,0.0008,0.0,2929.375,1.407598373
356,426,24,"15 May 2008, 19:56:47",3.604384847,-0.002697481794,35.37035355,0.0006,0.0,2929.375,1.353269091
357,430,24,"16 May 2008, 16:54:59",3.275520043,-0.00349442525,40.35266928,0.0004,0.001,2946.031,1.533959919
358,430,24,"16 May 2008, 16:54:59",3.555891725,-0.003011530231,35.90399751,0.0008,0.0,2946.031,1.433392049
359,430,24,"16 May 2008, 16:54:59",3.592939591,-0.0002897043697,35.35792668,0.0008,0.0,2946.031,1.384160574
360,432,24,"16 May 2008, 21:37:39",3.308772267,-0.002695530474,39.9268734,0.0006,0.001,2955.438,1.53913728
361,432,24,"16 May 2008, 21:37:39",3.551885409,-0.002707781949,36.11670038,0.0008,0.0,2955.438,1.438255018
362,432,24,"16 May 2008, 21:37:39",3.586261533,-0.002696693174,35.88749242,0.0006,0.0,2955.438,1.405146779
363,436,24,"17 May 2008, 2:32:13",3.301562663,-0.003331916769,40.02531718,0.0006,0.001,2937.625,1.523624797
364,436,24,"17 May 2008, 2:32:13",3.57361512,-0.002190466678,35.48818286,0.0006,0.0,2937.625,1.417354717
365,436,24,"17 May 2008, 2:32:13",3.599373322,-0.004809369279,35.41362625,0.0006,0.0,2937.625,1.378719023
366,440,24,"17 May 2008, 7:25:19",3.329412894,-0.002508027774,39.49862235,0.0006,0.001,2929.078,1.513581304
367,440,24,"17 May 2008, 7:25:19",3.58224981,-0.0005202572147,35.09068818,0.0006,0.0,2929.078,1.406981664
368,440,24,"17 May 2008, 7:25:19",3.613313371,-0.003695633181,34.8666265,0.0006,0.0,2929.078,1.368265778
369,444,24,"17 May 2008, 12:21:15",3.333007309,-0.003963659589,39.42127525,0.0006,0.001,2918.375,1.507785075
370,444,24,"17 May 2008, 12:21:15",3.582107103,-0.0008830152641,35.08313939,0.0006,0.0,2918.375,1.401203778
371,444,24,"17 May 2008, 12:21:15",3.612916401,0.00244816454,34.90046553,0.0006,0.0,2918.375,1.35731513
372,448,24,"17 May 2008, 17:15:37",3.347244065,-0.001901545423,39.25911145,0.0006,0.001,2919.812,1.503196068
373,448,24,"17 May 2008, 17:15:37",3.584544253,0.0008061978411,34.98209371,0.0006,0.0,2919.812,1.396700823
374,448,24,"17 May 2008, 17:15:37",3.623076762,-0.004482877775,34.62406487,0.0006,0.0,2919.812,1.352493464
375,452,24,"17 May 2008, 22:10:51",3.338319208,-0.005666857623,39.35985985,0.0006,0.001,2900.422,1.49782206
376,452,24,"17 May 2008, 22:10:51",3.582997064,-0.001309372354,35.08471914,0.0006,0.0,2900.422,1.391284789
377,452,24,"17 May 2008, 22:10:51",3.622541001,-0.0003725715106,34.74761765,0.0006,0.0,2900.422,1.347409915
378,456,24,"18 May 2008, 3:05:19",3.354004346,0.0007327720452,39.16140981,0.0006,0.001,2901.375,1.492848535
379,456,24,"18 May 2008, 3:05:19",3.585576081,-0.001703344416,34.94908276,0.0006,0.0,2901.375,1.386228768
380,456,24,"18 May 2008, 3:05:19",3.6262759,-0.0006780455442,34.60698634,0.0008,0.0,2901.375,1.337007513
381,460,24,"18 May 2008, 8:00:50",3.37018027,0.0002043455553,38.85264793,0.0006,0.001,2901.187,1.49241439
382,460,24,"18 May 2008, 8:00:50",3.591090838,0.000880984583,34.70452785,0.0006,0.0,2901.187,1.380436676
383,460,24,"18 May 2008, 8:00:50",3.630939582,-0.002562552932,34.37583933,0.0006,0.0,2901.187,1.331235297
384,464,24,"18 May 2008, 12:44:48",3.346043334,-0.001119129659,39.25240516,0.0006,0.001,2891.64,1.487482777
385,464,24,"18 May 2008, 12:44:48",3.594060584,-0.002624300994,34.66713131,0.0006,0.0,2891.64,1.375236415
386,464,24,"18 May 2008, 12:44:48",3.636652152,-0.003752025128,34.21509258,0.0006,0.0,2891.64,1.325930378
387,468,24,"18 May 2008, 17:36:29",3.351868704,-0.0003607174029,39.16149931,0.0006,0.001,2882.906,1.482535149
388,468,24,"18 May 2008, 17:36:29",3.59110796,-0.001529448389,34.73478778,0.0006,0.0,2882.906,1.370512802
389,468,24,"18 May 2008, 17:36:29",3.633648675,0.0009710625802,34.40452575,0.0006,0.0,2882.906,1.321578744
390,472,24,"18 May 2008, 22:31:45",3.371261039,-0.001960862942,38.91377877,0.0006,0.001,2883.265,1.482787432
391,472,24,"18 May 2008, 22:31:45",3.58881201,-0.001782133812,34.79017756,0.0006,0.0,2883.265,1.370508557
392,472,24,"18 May 2008, 22:31:45",3.640852642,-0.003630999262,34.27105539,0.0006,0.0,2883.265,1.321225074
393,476,24,"19 May 2008, 3:27:07",3.363638144,-0.002452157199,39.03510682,0.0006,0.001,2882.969,1.47697118
394,476,24,"19 May 2008, 3:27:07",3.594214792,-0.003192486164,34.60274189,0.0006,0.0,2882.969,1.364735511
395,476,24,"19 May 2008, 3:27:07",3.646304145,-0.001610588681,34.0994987,0.0008,0.0,2882.969,1.31564853
396,480,24,"19 May 2008, 15:34:33",3.358875203,-0.001565044382,38.81118982,0.0006,0.001,2891.656,1.481901555
397,480,24,"19 May 2008, 15:34:33",3.583341522,-0.005381432105,35.20080243,0.0006,0.0,2891.656,1.375392017
398,480,24,"19 May 2008, 15:34:33",3.643185525,-0.005161246814,34.34747481,0.0006,0.0,2891.656,1.32090257
399,482,24,"19 May 2008, 20:59:48",3.342159119,-0.0009070035771,39.34594909,0.0006,0.001,2901.25,1.49813662
400,482,24,"19 May 2008, 20:59:48",3.580430719,-0.001133734358,35.37656984,0.0006,0.0,2901.25,1.386111515
401,482,24,"19 May 2008, 20:59:48",3.630091792,-0.006681833318,34.64277824,0.0006,0.0,2901.25,1.347432877
402,484,24,"20 May 2008, 1:16:42",3.35655944,-0.001300237305,39.11711609,0.0006,0.001,2891.703,1.482077521
403,484,24,"20 May 2008, 1:16:42",3.592441816,0.0008418702493,35.02073679,0.0006,0.0,2891.703,1.369850004
404,484,24,"20 May 2008, 1:16:42",3.644383145,-0.003068345143,34.12594283,0.0006,0.0,2891.703,1.326012807
405,488,24,"20 May 2008, 6:12:06",3.353642353,0.0004646179558,39.06638461,0.0006,0.001,2883.016,1.477115531
406,488,24,"20 May 2008, 6:12:06",3.589331565,-0.00250224036,34.92008219,0.0006,0.0,2883.016,1.364782795
407,488,24,"20 May 2008, 6:12:06",3.647724843,-0.004687032455,33.88737678,0.0006,0.0,2883.016,1.310118678
408,492,24,"20 May 2008, 11:07:23",3.356800601,-0.001275820373,38.96679966,0.0006,0.001,2873.453,1.472077278
409,492,24,"20 May 2008, 11:07:23",3.602288323,-0.002432712956,34.51525448,0.0006,0.0,2873.453,1.354322047
410,492,24,"20 May 2008, 11:07:23",3.654758881,-0.005159107911,33.56218508,0.0006,0.0,2873.453,1.305216202
411,496,24,"20 May 2008, 15:57:27",3.377870432,0.001623751877,38.87062732,0.0004,0.001,2874.031,1.472248014
412,496,24,"20 May 2008, 15:57:27",3.597021214,-0.006605726986,34.95922357,0.0006,0.0,2874.031,1.354641702
413,496,24,"20 May 2008, 15:57:27",3.649848217,-0.003632256561,33.97512947,0.0006,0.0,2874.031,1.300406195
414,500,24,"20 May 2008, 20:50:39",3.370719092,-7.38e-06,39.1066106,0.0006,0.001,2874.234,1.467010667
415,500,24,"20 May 2008, 20:50:39",3.592312208,-0.0002227976761,35.09464992,0.0006,0.0,2874.234,1.354703921
416,500,24,"20 May 2008, 20:50:39",3.654795053,-0.003771132033,33.99383111,0.0006,0.0,2874.234,1.300235736
417,504,24,"21 May 2008, 1:39:38",3.376335973,-0.002895088376,38.88228667,0.0006,0.001,2864.984,1.46176725
418,504,24,"21 May 2008, 1:39:38",3.595500119,1.21e-05,34.87110957,0.0006,0.0,2864.984,1.349314998
419,504,24,"21 May 2008, 1:39:38",3.655196921,-0.001608592749,33.80021083,0.0006,0.0,2864.984,1.289506672
420,508,24,"21 May 2008, 6:24:27",3.377108292,-0.0008091498803,38.73206806,0.0006,0.001,2855.093,1.456695267
421,508,24,"21 May 2008, 6:24:27",3.596823461,0.001916534299,34.64809422,0.0006,0.0,2855.093,1.344189194
422,508,24,"21 May 2008, 6:24:27",3.660920185,-0.003679338825,33.39907835,0.0006,0.0,2855.093,1.279253057
423,512,24,"21 May 2008, 11:18:06",3.394007024,-0.001995123443,38.39540666,0.0006,0.001,2855.625,1.451354973
424,512,24,"21 May 2008, 11:18:06",3.601835675,-0.002030693243,34.44831393,0.0006,0.0,2855.625,1.338991379
425,512,24,"21 May 2008, 11:18:06",3.666550646,-0.003249394265,33.17152279,0.0006,0.0,2855.625,1.279207817
426,516,24,"21 May 2008, 16:10:21",3.389807417,-0.005237507543,38.72040764,0.0006,0.001,2855.594,1.451615926
427,516,24,"21 May 2008, 16:10:21",3.599344814,-0.0002295519507,34.76318323,0.0006,0.0,2855.594,1.338914523
428,516,24,"21 May 2008, 16:10:21",3.66483042,-0.001290470769,33.525893,0.0006,0.0,2855.594,1.274036761
429,520,24,"21 May 2008, 21:02:09",3.395298301,-0.003353861186,38.50808797,0.0006,0.001,2847.437,1.446816133
430,520,24,"21 May 2008, 21:02:09",3.603579039,0.0001922589021,34.6771112,0.0006,0.0,2847.437,1.334006676
431,520,24,"21 May 2008, 21:02:09",3.667070842,-0.002417411211,33.4843476,0.0006,0.0,2847.437,1.274127392
432,524,24,"22 May 2008, 1:42:59",3.385837614,-0.005039734051,38.65340097,0.0006,0.001,2847.36,1.446757061
433,524,24,"22 May 2008, 1:42:59",3.605860961,-0.00118763518,34.35552173,0.0006,0.0,2847.36,1.328644431
434,524,24,"22 May 2008, 1:42:59",3.671063897,-0.001914484586,33.05127195,0.0006,0.0,2847.36,1.263763943
435,528,24,"22 May 2008, 6:32:40",3.389881161,-0.003419310467,38.45953434,0.0006,0.001,2837.328,1.441379748
436,528,24,"22 May 2008, 6:32:40",3.61050785,-0.001502656313,34.13298084,0.0006,0.0,2837.328,1.323170899
437,528,24,"22 May 2008, 6:32:40",3.675527991,-0.0002162405678,32.79536153,0.0006,0.0,2837.328,1.258137369
438,532,24,"22 May 2008, 11:23:22",3.407342175,0.00213155022,38.11383483,0.0006,0.001,2837.281,1.436245625
439,532,24,"22 May 2008, 11:23:22",3.616262908,-0.0003439261609,33.97306701,0.0006,0.0,2837.281,1.318169159
440,532,24,"22 May 2008, 11:23:22",3.672911707,-0.004899847127,32.87846637,0.0008,0.0,2837.281,1.253259864
441,536,24,"22 May 2008, 16:17:58",3.400524264,-0.0008047558542,38.40789275,0.0006,0.001,2838.515,1.436815415
442,536,24,"22 May 2008, 16:17:58",3.613479486,0.002014312427,34.3739489,0.0006,0.0,2838.515,1.318466444
443,536,24,"22 May 2008, 16:17:58",3.672942608,-0.001504247525,33.21432606,0.0006,0.0,2838.515,1.253231332
444,540,24,"22 May 2008, 20:59:50",3.38784771,-0.004555406475,38.73894486,0.0006,0.001,2828.328,1.436294515
445,540,24,"22 May 2008, 20:59:50",3.607069041,-0.001435257576,34.44341685,0.0006,0.0,2828.328,1.31829304
446,540,24,"22 May 2008, 20:59:50",3.676426872,0.001852841271,33.01008607,0.0006,0.0,2828.328,1.248087496
447,544,24,"23 May 2008, 12:13:16",3.379845055,-0.003039242945,38.44322382,0.0006,0.001,2838.265,1.441857532
448,544,24,"23 May 2008, 12:13:16",3.602312681,-0.004821586968,33.98038017,0.0006,0.0,2838.265,1.323872422
449,544,24,"23 May 2008, 12:13:16",3.678748349,-0.003839721423,32.83266948,0.0006,0.0,2838.265,1.253435428
